,abv,brewery_location,brewery_name,ibu,id,name,size,style
241,7.0%,"Bridgman, MI",Tapistry Brewing,N/A,2448,Reactor,16 oz.,American IPA
242,5.7%,"Bridgman, MI",Tapistry Brewing,N/A,2447,Mr. Orange,16 oz.,Witbier
243,5.8%,"Morganton, NC",Catawba Valley Brewing Company,N/A,2446,Peanut Butter Jelly Time,12 oz.,American Brown Ale
244,8.2%,"Hershey, PA",Tröegs Brewing Company,N/A,2445,Troegenator,16 oz.,Doppelbock
245,7.5%,"Hershey, PA",Tröegs Brewing Company,93,2444,Nugget Nectar,16 oz.,American Amber / Red Ale
246,8.0%,"Brooklyn, NY",Sixpoint Craft Ales,N/A,2443,Abigale,12 oz.,Belgian Pale Ale
247,5.0%,"San Diego, CA",Mission Brewery,N/A,2442,Cortez Gold,32 oz.,Belgian Pale Ale
248,6.8%,"San Diego, CA",Mission Brewery,66,2441,Mission IPA,32 oz.,American IPA
249,8.9%,"Cincinnati, OH",Christian Moerlein Brewing Company,126,2440,Bay of Bengal Double IPA (2014),12 oz.,American Double / Imperial IPA
250,9.0%,"Lexington, KY",West Sixth Brewing,N/A,2439,Christmas Ale,12 oz.,Herbed / Spiced Beer
251,4.6%,"Newport, RI",Coastal Extreme Brewing Company,11,2438,Rhode Island Blueberry,12 oz.,Kölsch
252,6.5%,"Newport, RI",Coastal Extreme Brewing Company,75,2437,Newport Storm IPA,12 oz.,American IPA
253,5.1%,"Anchorage, AK",King Street Brewing Company,N/A,2436,Amber Ale,12 oz.,American Amber / Red Ale
254,5.0%,"Lowell, MA",Beer Works Brewery,10,2435,Watermelon Ale,12 oz.,Fruit / Vegetable Beer
255,5.7%,"Lone Tree, CO",Lone Tree Brewing Company,40,2434,Peach Pale Ale,12 oz.,American Pale Ale (APA)
256,8.2%,"Grand Rapids, MI",Brewery Vivant,N/A,2433,Sous Chef,16 oz.,Belgian Strong Pale Ale
257,7.0%,"Mishawaka, IN",Evil Czech Brewery,61,2432,White Reaper,16 oz.,Belgian IPA
258,5.1%,"Mishawaka, IN",Evil Czech Brewery,N/A,2431,Bobblehead,16 oz.,American Pale Wheat Ale
259,5.2%,"Mishawaka, IN",Evil Czech Brewery,N/A,2430,Lucky Dog,16 oz.,American Pale Ale (APA)
260,4.8%,"Mishawaka, IN",Evil Czech Brewery,N/A,2429,Voodoo,16 oz.,American Porter
261,6.0%,"Columbus, OH",Four String Brewing Company,N/A,2428,Four String Vanilla Porter,12 oz. ,American Porter
262,5.0%,"Columbus, OH",Four String Brewing Company,28,2427,Suncaster Summer Wheat,12 oz.,American Pale Wheat Ale
263,6.7%,"Pineland, ME",Glabrous Brewing Company,70,2426,Clean Shave IPA,12 oz.,American IPA
264,5.7%,"Columbus, OH",Four String Brewing Company,36,2425,Brass Knuckle Pale Ale,12 oz. ,American Pale Ale (APA)
265,7.0%,"Columbus, OH",Four String Brewing Company,70,2424,Big Star White IPA,12 oz.,American White IPA
266,5.8%,"Lowell, MA",Beer Works Brewery,45,2423,Fenway American Pale Ale,12 oz.,American Pale Ale (APA)
267,6.6%,"Eagle, CO",Bonfire Brewing Company,72,2422,Firestarter India Pale Ale,12 oz.,American IPA
268,5.1%,"Bloomfield, CT",Thomas Hooker Brewing Company,11,2421,Watermelon Ale,12 oz.,Fruit / Vegetable Beer
269,6.8%,"Lowell, MA",Beer Works Brewery,85,2420,Back Bay IPA,12 oz.,American IPA
270,4.8%,"Lowell, MA",Beer Works Brewery,16,2419,Bunker Hill Blueberry Ale ,12 oz.,Other
271,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,2418,Dubbelicious,16 oz.,Dubbel
272,6.5%,"North Woodstock, NH","Woodstock Inn, Station & Brewery",82,2417,4000 Footer IPA,12 oz.,American IPA
273,6.2%,"Grand Rapids, MI",Brewery Vivant,N/A,2416,Psychopomp,16 oz.,Belgian Dark Ale
274,8.3%,"St. Paul, MN",Summit Brewing Company,100,2415,Unchained #18 Hop Silo,16 oz.,American Double / Imperial IPA
275,5.0%,"Denver, CO",Renegade Brewing Company,40,2414,Consilium,12 oz.,American Pale Ale (APA)
276,5.2%,"Vista, CA",Mother Earth Brew Company,21,2413,Cali Creamin',12 oz.,Cream Ale
277,4.5%,"Temecula, CA",Black Market Brewing Company,16,2412,Deception,12 oz.,American Blonde Ale
278,5.2%,"Yardley, PA",Vault Brewing Company,N/A,2411,Nitro Can Coffee Stout,12 oz.,American Stout
279,7.2%,"Duluth, MN",Bent Paddle Brewing Company,87,2410,Harness the Winter,12 oz.,American IPA
280,5.7%,"Brooklyn Center, MN",Surly Brewing Company,N/A,2409,Doomtree,16 oz.,Extra Special / Strong Bitter (ESB)
281,6.9%,"Laurel, MD",Jailbreak Brewing Company,N/A,2408,Welcome to Scoville,12 oz,American IPA
282,7.0%,"Norfolk, VA",Smartmouth Brewing Company,88,2407,Rule G IPA,12 oz.,American IPA
283,5.8%,"Norfolk, VA",Smartmouth Brewing Company,35,2406,Murphy's Law,12 oz.,American Amber / Red Ale
284,6.2%,"Norfolk, VA",Smartmouth Brewing Company,33,2405,Alter Ego ,12 oz.,Saison / Farmhouse Ale
285,4.9%,"Portland, OR",Base Camp Brewing Co.,22,2404,Hop in the ‘Pool Helles,12 oz.,American Pilsner
286,4.0%,"Portland, OR",Alameda Brewing,20,2403,P-Town Pilsner,12 oz.,American Pilsner
287,5.3%,"Portland, OR",Alameda Brewing,36,2402,Klickitat Pale Ale,12 oz.,American Pale Ale (APA)
288,8.2%,"Portland, OR",Alameda Brewing,103,2401,Yellow Wolf Imperial IPA,12 oz.,American Double / Imperial IPA
289,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2400,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
290,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2399,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
291,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2398,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
292,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2397,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
293,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2396,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
294,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2395,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
295,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2394,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
296,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2393,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
297,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2392,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
298,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2391,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
299,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2390,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
300,3.9%,"Portland, OR",Hopworks Urban Brewery,20,2389,Nonstop Hef Hop,16 oz.,American Pale Wheat Ale
301,5.8%,"Portland, OR",Hopworks Urban Brewery,60,2388,Rise Up Red,16 oz.,American Amber / Red Ale
302,6.5%,"Conroe, TX",Southern Star Brewing Company,45,2387,Pine Belt Pale Ale,12 oz.,American Pale Ale (APA)
303,6.5%,"Durango, CO",Steamworks Brewing Company,65,2386,Third Eye Enlightened Pale Ale,12 oz.,American Pale Ale (APA)
304,5.6%,"Milwaukee, WI",Horny Goat Brew Pub,N/A,2385,Watermelon Wheat,12 oz.,American Pale Wheat Ale
305,5.1%,"Milwaukee, WI",Horny Goat Brew Pub,17,2384,Laka Laka Pineapple,12 oz.,Hefeweizen
306,6.0%,"Milwaukee, WI",Horny Goat Brew Pub,N/A,2383,Oktoberfest,16 oz.,Märzen / Oktoberfest
307,???,"Grand Rapids, MI",Brewery Vivant,N/A,2382,Fat Paczki,16 oz.,Belgian Dark Ale
308,???,"Grand Rapids, MI",Brewery Vivant,N/A,2381,Earth-Like Planets,16 oz.,Belgian Pale Ale
309,5.7%,"Cheboygan, MI",Cheboygan Brewing Company,58,2380,IPA #11,16 oz.,American IPA
310,5.7%,"Cheboygan, MI",Cheboygan Brewing Company,10,2379,Blood Orange Honey,16 oz.,Fruit / Vegetable Beer
311,5.0%,"Ashland, VA",Center of the Universe Brewing C...,40,2377,Main St. Virginia Ale,12 oz.,Altbier
312,4.9%,"Ipswich, MA",Ipswich Ale Brewery,N/A,2376,Summer Ale,12 oz,American Blonde Ale
313,4.5%,"Birmingham, MI",Griffin Claw Brewing Company,6,2375,Mr. Blue Sky,16 oz.,American Pale Wheat Ale
314,5.2%,"Houston, TX",Karbach Brewing Company,16,2374,Weisse Versa (2012),12 oz.,Hefeweizen
315,6.2%,"Export, PA",Rivertowne Brewing Company,N/A,2373,Oktoberfest,12 oz.,Märzen / Oktoberfest
316,6.0%,"Austin, TX",Uncle Billy's Brewery and Smokeh...,75,2372,The Green Room,16 oz.,American IPA
317,6.0%,"Dallas, TX",Deep Ellum Brewing Company,N/A,2371,Neato Bandito,12 oz.,Euro Pale Lager
318,4.4%,"Blanco, TX",Real Ale Brewing Company,5,2370,18th Anniversary Gose,12 oz.,Gose
319,5.0%,"St Mary's, PA",Straub Brewery,N/A,2369,Straub Beer (Current),12 oz.,American Adjunct Lager
320,6.8%,"Wolcott, CT",Shebeen Brewing Company,N/A,2368,Black Hop IPA,12 oz.,American Black Ale
321,4.7%,"Austin, TX",Uncle Billy's Brewery and Smokeh...,25,2367,Humbucker Helles,16 oz.,Maibock / Helles Bock
322,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,2366,Point Special (Current),12 oz.,American Adjunct Lager
323,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,2365,Point Special,12 oz.,American Adjunct Lager
324,???,"Weston, MO",Weston Brewing Company,N/A,2364,Royal Lager,16 oz.,American Pale Lager
325,6.5%,"Athens, OH",Jackie O's Pub & Brewery,N/A,2363,Hop Ryot,12 oz.,American IPA
326,7.5%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,72,2362,2014 IPA Cicada Series,16 oz.,American IPA
327,9.9%,"Monroe, WI",Minhas Craft Brewery,N/A,2361,Axe Head Malt Liquor,24 oz.,American Malt Liquor
328,5.9%,"Dillon, CO",Pug Ryan's Brewery,14,2360,Morning Wood Wheat (Current),12 oz.,American Pale Wheat Ale
329,5.4%,"Monroe, WI",Minhas Craft Brewery,N/A,2359,Huber Bock (2014),16 oz.,Bock
330,4.0%,"Monroe, WI",Minhas Craft Brewery,N/A,2358,Minhas Light (2012),12 oz.,Light Lager
331,6.5%,"Austin, TX",Hops & Grains Brewing Company,N/A,2357,Porter Culture,12 oz.,American Porter
332,7.0%,"Lexington, KY",West Sixth Brewing,N/A,2356,Pay It Forward Cocoa Porter,12 oz.,American Porter
333,7.5%,"Edwards, CO",Crazy Mountain Brewing Company,25,2355,Old Soul,12 oz.,Belgian Strong Pale Ale
334,5.2%,"Cheboygan, MI",Cheboygan Brewing Company,N/A,2354,Lighthouse Amber,16 oz.,Altbier
335,6.9%,"Ada, MI",Sietsema Orchards and Cider Mill,N/A,2353,Sietsema Red Label,16 oz.,Cider
336,5.3%,"St Paul, MN",Summit Brewing Company,49,2352,Extra Pale Ale,12 oz.,American Pale Ale (APA)
337,5.0%,"Springdale, AR",Core Brewing & Distilling Company,N/A,2351,Behemoth,12 oz.,American Pilsner
338,4.8%,"Austin, TX",Independence Brewing Company,32,2350,Oklahoma Suks,12 oz.,American Amber / Red Ale
339,5.5%,"Tampa, FL",Cigar City Brewing Company,25,2349,Cubano Espresso,12 oz.,Bock
340,8.0%,"Weston, MO",Weston Brewing Company,N/A,2348,Rip Van Winkle (Current),12 oz.,Bock
341,4.8%,"Cold Spring, MN",Third Street Brewhouse,18,2347,Hunny Do Wheat,12 oz.,American Pale Wheat Ale
342,7.7%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,65,2346,Sinister Minister Black IPA,16 oz.,American IPA
343,3.7%,"Providence, RI",Narragansett Brewing Company,10,2345,Gansett Light,16 oz.,Light Lager
344,???,"Weston, MO",Weston Brewing Company,N/A,2344,O’Malley’s Stout,12 oz.,English Stout
345,7.5%,"Weston, MO",Weston Brewing Company,89,2343,O’Malley’s IPA,12 oz.,American IPA
346,???,"Weston, MO",Weston Brewing Company,N/A,2342,O’Malley’s Irish Style Cream Ale,12 oz.,Cream Ale
347,4.9%,"Weston, MO",Weston Brewing Company,28,2341,L'il Lucy's Hot Pepper Ale,12 oz.,Chile Beer
348,5.2%,"Weston, MO",Weston Brewing Company,N/A,2340,Drop Kick Ale,12 oz.,American Amber / Red Ale
349,6.3%,"Loveland, CO",Grimm Brothers Brewhouse,43,2339,Little Red Cap,12 oz.,Altbier
350,4.8%,"Nantucket, MA",Cisco Brewers,N/A,2338,Shark Tracker Light lager,12 oz.,Light Lager
351,6.0%,"Hayward, WI",Angry Minnow,N/A,2337,Charlie's Rye IPA,16 oz.,American IPA
352,5.0%,"Cleveland, OH",Platform Beer Company,N/A,2336,New Cleveland Palesner,12 oz.,American Pilsner
353,9.2%,"Arvada, CO",Odyssey Beerwerks,72,2335,Perpetual Darkness,12 oz.,Belgian Strong Dark Ale
354,8.7%,"Arvada, CO",Odyssey Beerwerks,29,2334,Clan Warrior,12 oz. ,Scotch Ale / Wee Heavy
355,5.4%,"Arvada, CO",Odyssey Beerwerks,36,2333,Psycho Penguin Vanilla Porter,12 oz.,American Porter
356,6.0%,"Raleigh, NC",Lonerider Brewing Company,N/A,2332,Deadeye Jack,12 oz. ,American Porter
357,6.7%,"Eugene, OR",Oakshire Brewing,70,2331,Watershed IPA,12 oz.,American IPA
358,7.5%,"Raleigh, NC",Lonerider Brewing Company,N/A,2330,Pistols at Dawn,16 oz.,American Stout
359,5.7%,"Raleigh, NC",Lonerider Brewing Company,47,2329,Peacemaker Pale Ale,12 oz.,American Pale Ale (APA)
360,5.8%,"Raleigh, NC",Lonerider Brewing Company,11,2327,Shotgun Betty,12 oz.,Hefeweizen
361,6.1%,"Raleigh, NC",Lonerider Brewing Company,30,2326,Sweet Josie,12 oz.,American Brown Ale
362,6.0%,"Kalamazoo, MI",Bell's Brewery,N/A,2325,Smitten,16 oz.,Rye Beer
363,5.5%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2324,Cast Iron Oatmeal Brown,12 oz.,American Brown Ale
364,6.7%,"Portland, OR",Base Camp Brewing Co.,60,2323,Ultra Gnar Gnar IPA,12 oz.,American IPA
365,???,"Latrobe, PA",Fort Pitt Brewing Company,N/A,2322,Fort Pitt Ale,12 oz.,American Amber / Red Ale
366,5.5%,"Baton Rouge, LA",Tin Roof Brewing Company,N/A,2321,Turnrow Harvest Ale,12 oz.,American Blonde Ale
367,5.3%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,45,2320,Jack the Sipper,12 oz.,Extra Special / Strong Bitter (ESB)
368,4.0%,"Sisters, OR",Three Creeks Brewing,18,2319,Knotty Blonde Ale,12 oz.,American Blonde Ale
369,6.0%,"Corvallis, OR",2 Towns Ciderhouse,N/A,2318,Ginja Ninja,12 ounce,Cider
370,6.2%,"Sisters, OR",Three Creeks Brewing,40,2317,Fivepine Chocolate Porter,12 oz.,American Porter
371,6.2%,"Sisters, OR",Three Creeks Brewing,82,2316,Hoodoo Voodoo IPA,12 oz.,American IPA
372,6.8%,"Ashland, OR",Caldera Brewing Company,100,2315,Hopportunity Knocks IPA,12 oz.,American IPA
373,5.7%,"Lewisburg, WV",Greenbrier Valley Brewing Company,44,2314,Wild Trail Pale Ale,12 oz.,American Pale Ale (APA)
374,6.7%,"Lewisburg, WV",Greenbrier Valley Brewing Company,71,2313,Mothman Black IPA,12 oz.,American Black Ale
375,6.1%,"Phoenix, AZ",Phoenix Ale Brewery,60,2312,Camelback,12 oz.,American IPA
376,5.4%,"Flagstaff, AZ",Lumberyard Brewing Company,N/A,2311,Knotty Pine,12 oz.,American Pale Ale (APA)
377,5.0%,"Salt Lake City, UT",Uinta Brewing Company,10,2310,PUNK'N,12 oz.,Pumpkin Ale
378,5.2%,"Tempe, AZ",Four Peaks Brewing Company,17,2309,Sunbru Kölsch,12 oz.,Kölsch
379,5.0%,"Fort Worth, TX",Martin House Brewing Company,20,2308,River House,16 oz.,Saison / Farmhouse Ale
380,3.8%,"Traverse City, MI",Right Brain Brewery,N/A,2307,Smooth Operator,16 oz.,Cream Ale
381,2.8%,"North Woodstock, NH","Woodstock Inn, Station & Brewery",15,2306,Summer Brew,12 oz.,American Pilsner
382,6.0%,"Phoenixville, PA",Sly Fox Brewing Company,70,2305,Homefront IPA,12 oz.,American IPA
383,7.1%,"Lansdale, PA",Round Guys Brewing,36,2304,Sundown,12 oz.,Saison / Farmhouse Ale
384,5.3%,"Aurora, IN",Great Crescent Brewery,22,2303,Beer Agent Re-Ignition,16 oz.,American Blonde Ale
385,4.9%,"Longmont, CO",Oskar Blues Brewery,35,2302,Pinner Throwback IPA,12 oz.,American IPA
386,5.5%,"Austin, TX",Independence Brewing Company,42,2301,Power & Light,12 oz.,American Pale Ale (APA)
387,6.5%,"West Chester, PA",Boxcar Brewing Company,N/A,2300,1492,12 oz.,American Pale Ale (APA)
388,5.8%,"West Chester, PA",Boxcar Brewing Company,N/A,2299,Mango Ginger,12 oz.,American IPA
389,4.7%,"West Chester, PA",Boxcar Brewing Company,N/A,2298,Passenger,12 oz.,English Dark Mild Ale
390,5.8%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,60,2297,Devil's Harvest Extra Pale Ale,12 oz.,American Pale Ale (APA)
391,5.0%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,20,2296,Suzy B Dirty Blonde Ale,12 oz.,American Blonde Ale
392,6.3%,"Windsor, CO",High Hops Brewery,21,2295,The Golden One,12 oz.,American Pilsner
393,7.0%,"Windsor, CO",High Hops Brewery,68,2294,The Power of Zeus,12 oz.,American Pale Ale (APA)
394,4.9%,"Garden City, ID",Crooked Fence Brewing Company,25,2293,Aviator Raspberry Blonde,12 oz.,American Blonde Ale
395,4.3%,"White Salmon, WA",Everybody's Brewing,60,2292,Little Sister India Style Session Ale,12 oz.,American IPA
396,4.2%,"Boonville, CA",Anderson Valley Brewing Company,N/A,2291,Blood Orange Gose,12 oz.,Gose
397,6.1%,"Grand Rapids, MI",Brewery Vivant,N/A,2290,Ski Patrol,16 oz.,Witbier
398,8.1%,"Shelburne, VT",Fiddlehead Brewing Company,N/A,2289,Mastermind,12 oz.,American Double / Imperial IPA
399,6.0%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2288,Reprise Centennial Red,12 oz.,American Amber / Red Ale
400,5.5%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2287,Alter Ego,12 oz.,American Black Ale
401,6.5%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2286,Divided Sky,12 oz.,American IPA
402,6.5%,"Saint Louis, MO",4 Hands Brewing Company,N/A,2285,Resurrected,12 oz.,American IPA
403,5.0%,"Indianapolis, IN",Flat 12 Bierwerks,27,2284,Hinchtown Hammer Down,16 oz.,American Blonde Ale
404,4.0%,"Brooklyn, NY",Evil Twin Brewing,N/A,2283,Nomader Weiss,12 oz.,Berliner Weissbier
405,5.0%,"Monroe, WI",Minhas Craft Brewery,N/A,2282,Huber,12 oz.,American Pale Lager
406,6.2%,"Monroe, WI",Minhas Craft Brewery,N/A,2281,Clear Creek Ice,16 oz.,American Pale Lager
407,6.2%,"Monroe, WI",Minhas Craft Brewery,N/A,2280,Clear Creek Ice,12 oz.,American Pale Lager
408,5.5%,"Monroe, WI",Minhas Craft Brewery,N/A,2279,Mountain Crest,16 oz.,American Pale Lager
409,5.5%,"Monroe, WI",Minhas Craft Brewery,N/A,2278,Mountain Crest,12 oz.,American Pale Lager
410,5.5%,"Monroe, WI",Minhas Craft Brewery,N/A,2277,Mountain Creek (2013),12 oz.,American Pale Lager
411,5.0%,"Monroe, WI",Minhas Craft Brewery,N/A,2276,Boxer,24 oz.,American Adjunct Lager
412,4.2%,"Monroe, WI",Minhas Craft Brewery,N/A,2275,Boxer Light,12 oz.,Light Lager
413,5.5%,"Monroe, WI",Minhas Craft Brewery,N/A,2274,Boxer Ice,12 oz.,American Adjunct Lager
414,5.0%,"Monroe, WI",Minhas Craft Brewery,N/A,2273,Boxer,12 oz.,American Adjunct Lager
415,5.0%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,N/A,2272,Rebirth Pale Ale,12 oz.,American Pale Ale (APA)
416,5.8%,"Chicago, IL",Spiteful Brewing Company,N/A,2271,Ball & Chain (2014),16 oz.,American Pale Ale (APA)
417,5.4%,"Stevens Point, WI",Stevens Point Brewery,33,2270,Point Cascade Pale Ale (2013),12 oz.,American Pale Ale (APA)
418,4.6%,"Fort Worth, TX",Rahr & Sons Brewing Company,N/A,2269,Rahr's Blonde,12 oz.,Munich Helles Lager
419,6.5%,"Fort Worth, TX",Martin House Brewing Company,47,2268,Pretzel Stout,16 oz.,American Stout
420,5.5%,"Conroe, TX",Southern Star Brewing Company,N/A,2267,Walloon,12 oz.,Saison / Farmhouse Ale
421,3.2%,"Brooklyn, NY",Sixpoint Craft Ales,7,2266,Rad,16 oz.,Fruit / Vegetable Beer
422,6.6%,"Gary, IN",18th Street Brewery,N/A,2265,Devil's Cup,12 oz.,American Pale Ale (APA)
423,7.1%,"Gary, IN",18th Street Brewery,N/A,2264,Rise of the Phoenix,12 oz.,American IPA
424,9.0%,"Gary, IN",18th Street Brewery,N/A,2263,Sinister,12 oz.,American Double / Imperial IPA
425,7.5%,"Gary, IN",18th Street Brewery,N/A,2262,Sex and Candy,12 oz.,American IPA
426,7.7%,"Gary, IN",18th Street Brewery,N/A,2261,Black Exodus,12 oz.,Oatmeal Stout
427,4.5%,"Gary, IN",18th Street Brewery,N/A,2260,Lake Street Express,12 oz.,American Pale Ale (APA)
428,6.5%,"Gary, IN",18th Street Brewery,N/A,2259,Foreman,12 oz.,American Porter
429,5.5%,"Gary, IN",18th Street Brewery,N/A,2258,Jade,12 oz.,American Pale Ale (APA)
430,5.0%,"Cambridge, MA",Cambridge Brewing Company,N/A,2257,Remain in Light,12 oz.,American Pilsner
431,6.5%,"Cambridge, MA",Cambridge Brewing Company,N/A,2256,Flower Child (2014),12 oz.,American IPA
432,5.9%,"Pittsboro, NC",Carolina Brewery,22,2255,Santa's Secret,16 oz.,Winter Warmer
433,7.0%,"Waynesville, NC",Frog Level Brewing Company,73,2254,Salamander Slam,16 oz.,American IPA
434,6.8%,"Nellysford, VA",Wild Wolf Brewing Company,21,2253,Blonde Hunny,12 oz.,Belgian Pale Ale
435,5.2%,"Oklahoma City, OK",COOP Ale Works,N/A,2252,Gran Sport,16 oz.,American Porter
436,7.5%,"Dallas, TX",Deep Ellum Brewing Company,33,2251,Oak Cliff Coffee Ale,12 oz.,American Brown Ale
437,7.7%,"Columbus, OH",Seventh Son Brewing Company,40,2250,Seventh Son of a Seventh Son,16 oz.,American Strong Ale
438,9.9%,"Lansdale, PA",Round Guys Brewing,N/A,2249,Sanctified,12 oz.,Belgian Strong Pale Ale
439,8.5%,"Brooklyn, NY",Evil Twin Brewing,N/A,2248,Molotov Lite,16 oz.,American Double / Imperial IPA
440,8.2%,"Austin, TX",Oasis Texas Brewing Company,25,2247,Lake Monster,16 oz.,Baltic Porter
441,5.8%,"Warrenville, IL",Two Brothers Brewing Company,43,2246,Night Cat,12 oz.,American Dark Wheat Ale
442,6.8%,"Spring Lake, MI",Vander Mill Ciders,N/A,2245,Nunica Pine,16 oz.,Cider
443,6.9%,"Spring Lake, MI",Vander Mill Ciders,N/A,2244,Ginger Peach,16 oz.,Cider
444,5.2%,"Paw Paw, MI",St. Julian Winery,N/A,2242,Gunga Din,16 oz.,Cider
445,6.3%,"Grand Rapids, MI",Brewery Vivant,N/A,2241,Viking Ice Hole,16 oz.,Oatmeal Stout
446,5.6%,"Grand Rapids, MI",Brewery Vivant,N/A,2240,Rye Porter,16 oz.,American Porter
447,7.2%,"Chico, CA",Sierra Nevada Brewing Company,65,2239,Torpedo,12 oz.,American IPA
448,4.0%,"Fredericksburg, TX",Pedernales Brewing Company,12,2238,Lobo Lito,12 oz.,Light Lager
449,5.2%,"Springfield, MO",Mother's Brewing,21,2237,Towhead,12 oz.,American Blonde Ale
450,4.2%,"Lincoln, NE",Modern Monks Brewery,N/A,2236,Monkadelic,12 oz.,American Pale Ale (APA)
451,4.1%,"Seattle, WA",Two Beers Brewing Company,41,2235,Day Hike Session,12 oz.,American IPA
452,5.0%,"Jackson, WY",Snake River Brewing Company,N/A,2234,Monarch Pilsner,12 oz.,American Pilsner
453,4.1%,"St Mary's, PA",Straub Brewery,8,2233,American Lager,12 oz.,American Adjunct Lager
454,4.1%,"St Mary's, PA",Straub Brewery,8,2232,American Amber,12 oz.,American Amber / Red Lager
455,3.2%,"St Mary's, PA",Straub Brewery,13,2231,American Light,12 oz.,Light Lager
456,6.5%,"Fort Collins, CO",New Belgium Brewing Company,70,2230,Ranger IPA,12 oz.,American IPA
457,5.8%,"Fort Worth, TX",Rahr & Sons Brewing Company,60,2229,Pride of Texas Pale Ale,12 oz.,American Pale Ale (APA)
458,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,2228,Point Special,12 oz.,American Adjunct Lager
459,6.5%,"Middleton, WI",Capital Brewery,80,2227,Dark Voyage Black IPA (2013),12 oz.,American Black Ale
460,5.2%,"Middleton, WI",Capital Brewery,28,2226,Wisconsin Amber,12 oz.,Vienna Lager
461,4.6%,"Middleton, WI",Capital Brewery,18,2225,Lake House,12 oz.,Munich Helles Lager
462,5.2%,"Providence, RI",Narragansett Brewing Company,30,2224,Bohemian Pils,16 oz.,American Pilsner
463,5.4%,"Dayton, OH",Warped Wing Brewing Company,20,2223,Ermal's,16 oz.,Cream Ale
464,7.0%,"Dayton, OH",Warped Wing Brewing Company,N/A,2222,10 Ton,16 oz.,Oatmeal Stout
